regAddr,coordinate
深圳市南山区南山街道向南社区南山大道1153号天源大厦A栋707,"114.06830000000002,22.545540000000074"
深圳市南山区沙河街道高发社区侨香路4068号智慧广场B栋802,"113.981575,22.54977"
深圳市南山区南头街道田厦国际金牛广场B座1831室,"113.91691,22.53778"
深圳市南山区西丽街道同乐路壮大工业区A栋101室,"113.932175,22.588593"
深圳市南山区粤海街道海岸城西座1001室,"113.93668,22.518492"
深圳市南山区蛇口街道深圳湾社区后海滨路1168号阳光海滨花园A-2703A,"113.939514,22.490105"
深圳市南山区前海路丽湾商务公寓B座2225号,"114.06830000000002,22.545540000000074"
深圳市南山区粤海街道高新区社区高新南四道18号创维半导体设计大厦东座1507,"113.95347,22.537264"
深圳市南山区粤海街道高新技术产业园区高新南一道009号中科研发园新产业孵化中心楼611室,"114.06830000000002,22.545540000000074"
深圳市南山区西丽街道新西路7号兰光科技大楼C705A,"114.06830000000002,22.545540000000074"
深圳市南山区沙河街道华侨城锦绣花园二期C10F,"114.06830000000002,22.545540000000074"
深圳市南山区蛇口街道后海大道19号物资大厦201室,"114.06830000000002,22.545540000000074"
深圳市南山区南山街道大新路23号艺华花园608,"113.9308,22.548357"
深圳市南山区粤海街道兴南路37号27G,"113.929504,22.511753"
深圳市南山区南海大道1029号万融大厦B座五层501号房,"113.91602,22.49074"
深圳市南山区南山街道南海大道中新能源大厦B座8层,"113.92702,22.51634"
深圳市南山区高新区中区高新中三道9号环球数码大厦六层,"113.93685,22.543756"
深圳市南山区粤海街道高新南七道数字科技园B2栋6层A区2号,"113.94867,22.53387"
深圳市南山区粤海街道高新区社区高新南九道009号威新软件科技园5号楼3层301室至312室,"113.94952,22.52979"
深圳市南山区桃源街道珠光西区57-106,"113.959854,22.57108"
深圳市南山区蛇口街道南海意库1栋402,"113.91759,22.4867"
深圳市南山区南头街道大新村17-5,"113.91679,22.530458"
深圳市南山区开平街2号华侨城中旅仓G2栋403,"113.99423,22.53741"
深圳市南山区华侨城中旅广场（二期）裙楼201A,"113.98265,22.536755"
深圳市南山区沙河街道桂花苑玉蕊阁13B,"114.06830000000002,22.545540000000074"
深圳市南山区沙河街道锦绣北街3号华侨城东部工业区美林大厦E4栋205B,"113.99548,22.537392"
深圳市南山区南山街道桃园路西海明珠大厦E2201,"113.93108,22.53187"
深圳市南山区南山大道南油第四工业区三栋七楼西侧,"113.924324,22.522072"
深圳市南山区南山街道南山大道东南侧南园枫叶大厦15E-1,"113.92137,22.51689"
深圳市南山区沙河街道香山街社区侨城东路99号深南电路大厦2层217,"113.99689,22.536823"
深圳市南山区南头街道南新路2008号南山市场后丁头北巷19号前海枫叶大厦1920室,"113.9197,22.525951"
深圳市南山区桃园路田厦国际中心A座1406B,"113.92622,22.532532"
深圳市南山区粤海街道海珠社区海德三道1688号航天科技广场B座7B02,"113.94187,22.519308"
深圳市南山区粤海街道海文花园海月阁5栋4A1,"113.931725,22.52371"
深圳市南山区粤海街道科技园科技南十二路28号康佳研发大厦15-24层,"113.95695,22.539516"
深圳市南山区南头街道佳嘉豪商务大厦4楼深圳市建装业设计研究院二分院,"113.927,22.541143"
深圳市南山区粤海街道科兴路11号深南花园裙楼二层223,"113.9451,22.540852"
深圳市南山区西丽街道曙光社区TCL国际E城G3栋501,"113.95121,22.577854"
深圳市南山区粤海街道蔚蓝海岸社区后海滨路3168号中海油大厦B1405,"113.93892,22.51209"
深圳市南山区粤海街道南商路西、龙城路北深蓝公寓15D7,"113.928764,22.513067"
深圳市南山区招商街道沿山路43号创业壹号大楼A栋107室,"114.06830000000002,22.545540000000074"
深圳市南山区勤学路1008号锦隆花园锦虹阁B-202,"113.93254,22.524738"
深圳市南山区粤海街道滨海社区海天二路25号深圳湾创业投资大厦32层3203,"113.93944,22.522575"
深圳市南山区粤海街道科技路大冲新城花园2栋1A座3101,"113.95141,22.54196"
深圳市南山区西丽街道松坪山社区松坪山高新北六道16号高北十六B2写字楼四层406A,"113.94426,22.554613"
深圳市南山区南头街道马家龙社区南山大道3186号明江大厦D单元703,"113.92371,22.544386"
深圳市南山区南头街道海岸时代公寓东座2915,"113.9157,22.540731"
深圳市南山区南头街道南山大道3838号工业村六栋306,"113.92125,22.516668"
深圳市南山区粤海街道高新区社区科技南十二路012号曙光大厦403-1（现名朗诗大厦）,"113.95702,22.53764"
深圳市南山区南山街道南山大道1153号天源大厦A栋1503,"113.92389,22.526527"
深圳市南山区西丽街道留仙工业区留仙公馆2栋9A,"113.92664,22.587639"
深圳市南山区东滨路417号（原东滨路119号龙船塘工业厂房1栋）二层202,"113.907974,22.512255"
深圳市南山区粤海街道文心三路SCC中州控股中心B座33A楼,"113.93455,22.517885"
深圳市南山区沿山路43号创业壹号大楼A栋0108室,"113.91715,22.49595"
深圳市南山区深圳市软件产业基地第5栋B座901室,"113.93759,22.525105"
深圳市南山区沙河街道华侨城中旅广场碧云阁18F,"113.98221,22.535791"
深圳市南山区西丽街道松坪山社区松坪山居三路12号松坪村三期东区1栋007G,"113.95515,22.559414"
深圳市南山区南头街道南新路苏豪名厦5楼506室,"113.919426,22.532997"
深圳市南山区南山大道3838号创意产业园水栋301,"114.06830000000002,22.545540000000074"
深圳市南山区南头街道莲城社区深南大道10128号南山软件园A903,"113.92907,22.540934"
深圳市南山区粤海街道科智西路1号科苑西23栋北四层思微-D89,"113.943596,22.543833"
深圳市南山区西丽街道曙光社区中山园路1001号TCL科学园区D3栋1103,"113.9288,22.574919"
深圳市南山区前海路与兴海大道交汇处丽湾商务公寓B座1605号,"113.89138,22.495977"
深圳市南山区南头街道田厦社区南山大道3001号桃花园F栋F4-603,"113.92451,22.526434"
深圳市南山区南头街道麒麟路金龙工业城1A（现64栋）二楼2036A室,"113.93321,22.544182"
深圳市南山区华侨城东部工业区A-3栋302A（仅限办公）,"114.06830000000002,22.545540000000074"
深圳市南山区南山街道前海路泛海城市广场1栋B座2406,"113.893364,22.49576"
深圳市南山区粤海街道滨海社区海天一路11号、13号、15号、海天二路14号、海天二路16号软件产业基地5栋2层08.09号微漾国际创客空间F房间,"113.9411,22.52333"
深圳市南山区南头街道马家龙社区南山大道3866号中山颐景花园1B502,"114.06830000000002,22.545540000000074"
深圳市南山区桃源街道光前工业区15栋421,"113.96495,22.563654"
深圳市南山区粤海街道高新区社区高新南四道025号高新工业村B栋4A08,"113.94308,22.535744"
深圳市南山区粤海街道科技园社区科苑路8号讯美科技广场3号楼1501-15A,"113.945854,22.545483"
深圳市南山区粤海街道登良路商服大厦东座五楼,"114.06830000000002,22.545540000000074"
深圳市南山区桃源街道红花岭工业区第五区A栋4楼411-413,"113.969666,22.578382"
深圳市南山区沙河街道华侨城路东部工业区H2栋一楼102A,"113.98419,22.53577"
深圳市南山区粤海街道科苑路16号东方科技大厦1701A10,"113.9458,22.54779"
深圳市南山区招商街道赤湾社区赤湾四路36号赤湾海景大厦501,"113.886086,22.479385"
深圳市南山区粤海街道南油天安工业区三座6楼609,"114.06830000000002,22.545540000000074"
深圳市南山区南头街道马家龙社区南山大道3838号工业村木栋一层101室,"113.92371,22.544386"
深圳市南山区粤海街道高新区社区高新南环路29号留学生创业大厦一期2201,"113.94593,22.530966"
深圳市南山区桃源街道平山一路世外桃源创意园A栋301A,"113.9692,22.583954"
深圳市南山区南山街道设计产业园6栋612,"114.06830000000002,22.545540000000074"
深圳市南山区招商街道南海大道以西鹏基时代创业园花样年美年广场5栋A5133,"113.92137,22.501867"
深圳市南山区深南大道与前海路交叉口海岸时代东B座2318,"113.90499,22.5104"
深圳市南山区高新区北区朗山路9号东江环保大楼1楼、3楼、8楼北面、9-12楼,"113.94994,22.555492"
深圳市南山区南头街道玉泉路128号A幢三层右侧之一,"113.92429,22.54692"
深圳市南山区粤海街道科技中一路腾讯大厦21楼,"113.93439,22.540913"
深圳市南山区南头街道南山大道2329号新海大厦16A,"113.92125,22.516668"
深圳市南山区西丽街道松坪山社区宝深路科陆大厦A座20层,"113.941734,22.56121"
深圳市南山区粤海街道科伟路1号坚达大厦706室,"113.95047,22.545265"
深圳市南山区沙河西路3011号白沙新兴产业园三楼M区,"113.9546,22.562365"
深圳市南山区西丽街道松坪山社区高新北六道27号兰光科技大楼5层B506室,"113.94426,22.554613"
深圳市南山区粤海街道高新区社区高新南一道008号创维大厦C座13层,"114.06830000000002,22.545540000000074"
深圳市南山区南山街道新海大厦11D,"113.92376,22.539053"
深圳市南山区西丽街道龙珠四路龙井村中航苑3单元706,"113.9744,22.560026"
深圳市南山区南头街道深南大道10128号南山数字文化基地西塔1709-1,"113.92907,22.540934"
深圳市南山区南头街道香山西街20号香山美墅花园三区23栋33A,"113.97227,22.551258"
深圳市南山区粤海街道滨海社区高新南十道81、83、85号深圳市软件产业基地1栋A6层601,"114.06830000000002,22.545540000000074"
深圳市南山区粤海街道滨海大道3012号三诺智慧大厦,"114.06830000000002,22.545540000000074"
深圳市南山区西丽街道西丽湖路4227号九祥岭新工业区集装箱三号,"114.06830000000002,22.545540000000074"
深圳市南山区南山街道南光社区南海大道2221号海王大厦A座8G,"113.92672,22.51567"
深圳市南山区西丽街道平山一路南山云谷2期11栋507室,"113.965836,22.586676"
深圳市南山区南山街道南山社区南新路阳光科创中心一期A座3006B,"113.91446,22.514841"
深圳市南山区南头街道中山南街54号-101,"114.06830000000002,22.545540000000074"
深圳市南山区南山街道南新路南山村南巷20号403,"114.06830000000002,22.545540000000074"
深圳市南山区桃源街道桃源社区高发西路20号方大广场4号楼1109,"113.974144,22.556223"
深圳市南山区南头街道马家龙工业区9栋712室,"113.93153,22.549133"
深圳市南山区粤海街道科技园社区科苑路16号东方科技大厦612（入驻昌源（深圳）商务秘书有限公司）,"114.06830000000002,22.545540000000074"
深圳市南山区蛇口望海路1166号招商局广场1#楼16层AB单元,"113.916145,22.481377"
深圳市南山区南头街道南联社区同乐路厂房A5栋501-2a,"114.06830000000002,22.545540000000074"
深圳市南山区招商街道赤湾社区赤湾一路10号山灵数码A栋01-A150室,"113.89619,22.477154"
深圳市南山区粤海街道漾日湾畔5-18E,"113.93901,22.519733"
深圳市南山区南头街道大汪山社区南光路105号南苑新村西区5栋一单元301,"114.06830000000002,22.545540000000074"
深圳市南山区西丽街道学苑大道水木丹华园F栋2903,"114.06830000000002,22.545540000000074"
深圳市南山区沙河街道北环路与深云路交汇处智慧广场A栋501（B）,"114.06830000000002,22.545540000000074"
深圳市南山区粤海街道科技园科技南十路深圳航天科技创新研究院D座D206,"113.954124,22.537416"
深圳市南山区南头街道安乐社区关口二路15号智恒产业园7栋2层,"113.90825,22.550545"
深圳市南山区南山街道登良社区东滨路与南光路交汇处永新时代广场1号楼18层02、03、04单元,"114.06830000000002,22.545540000000074"
深圳市南山区招商街道沿山路43号创业壹号大楼A栋107室,"114.06830000000002,22.545540000000074"
深圳市南山区招商街道沿山社区南海大道1079号花园城数码大厦B座504B,"113.92124,22.499306"
深圳市南山区西丽街道留仙居南区5栋A单元701,"113.95037,22.581615"
深圳市南山区桃源街道龙井工业区59号金丰大厦402,"113.97639,22.560835"
深圳市南山区华明路怡海花园8栋102,"113.93062,22.507114"
深圳市南山区南海大道西桃园路南西海明珠花园F座1610,"113.93017,22.53071"
深圳市南山区粤海街道南海大道海王大厦A座9G,"113.92672,22.51567"
深圳市南山区粤海街道高新南十一道恒立听海3栋3AC,"114.06830000000002,22.545540000000074"
深圳市南山区粤海街道海珠社区海德三道36号滨海之窗3栋M栋1401,"114.06830000000002,22.545540000000074"
深圳市南山区西丽街道留仙大道长源村长源花园1号楼502,"114.00949,22.596327"
深圳市南山区粤海街道环东路西环北路北滨海之窗花园8栋1401A-77-356,"114.06830000000002,22.545540000000074"
深圳市南山区南头街道红花园社区深南大道12069号海岸时代公寓西座2802,"113.91583,22.540968"
深圳市南山区创业路北怡海广场写字楼9-01,"114.06830000000002,22.545540000000074"
深圳市南山区桃源街道学苑大道1001号智园A7栋2层,"114.00569,22.59553"
深圳市南山区南山街道向南社区海德二道470号海德大厦A1002A,"113.91971,22.522888"
深圳市南山区南山街道南海大道新能源大厦12北半层-11A08,"113.92706,22.51642"
深圳市南山区高新技术产业园南区科技园18号北科大厦1410号房,"114.06830000000002,22.545540000000074"
深圳市南山区粤海街道海珠社区文心五路85号 滨海之窗8栋1201,"113.93716,22.520533"
深圳市南山区沙河街道白石洲东社区白石洲东四坊54号201,"113.96881,22.53223"
深圳市南山区科技园南区粤兴三道6号南京大学产学研基地A座6楼（办公）。,"114.06830000000002,22.545540000000074"
深圳市南山区招商街道工业七路与育才路交汇处南达楼805,"113.92291,22.494516"
深圳市南山区粤海街道高新南环路29号留学生创业大厦一期2109室,"113.94772,22.531233"
深圳市南山区南山街道前海路1040B栋1011室,"114.06830000000002,22.545540000000074"
深圳市南山区招商街道水湾社区太子路18号海景广场大厦2704,"114.06830000000002,22.545540000000074"
深圳市南山区南头街道学府路前海凯御B座607室,"113.91148,22.527365"
深圳市南山区粤海街道建南路5号,"113.92649,22.50729"
深圳市南山区南山街道南山路东桂庙路北跃华园15C,"113.92439,22.525885"
深圳市南山区粤海街道科研路9号比克科技大厦2101-B单元,"114.06830000000002,22.545540000000074"
深圳市南山区粤海街道高新区社区高新南九道45号西北工业大学三航科技大厦1102,"113.94133,22.527685"
深圳市南山区粤海街道科技园南八路豪威科技大厦18F,"113.95256,22.532991"
深圳市南山区科技中二路14号深圳软件园二期11栋5楼南,"114.06830000000002,22.545540000000074"
深圳市南山区南山街道南新路向南海德大厦A座10楼1002H,"114.06830000000002,22.545540000000074"
深圳市南山区沙河街道北环路与深云路交汇处智慧广场B栋1401E,"113.98188,22.550556"
深圳市南山区南山街道前海路鼎太风华19栋507室,"113.91004,22.51624"
深圳市南山区沙河街道办沙河工业区B9栋三层301,"113.966515,22.545788"
深圳市南山区桃源街道同富裕工业城11栋5楼508室,"113.966545,22.58787"
深圳市南山区粤海街道南海大道1055号TCL科技大厦B栋2楼A区-A09,"113.91757,22.493015"
深圳市南山区沙河街道光华街社区开平街2号华侨城中旅仓G2栋301,"113.99423,22.53741"
深圳市南山区南山街道南山大道南海大厦A座7F,"113.92298,22.520206"
深圳市南山区西丽街道茶光路与创科路交汇处波顿科技园B座万科云创20层2001号,"113.93912,22.566868"
深圳市南山区沙河街道华侨城中旅广场碧云阁18F,"113.98221,22.535791"
深圳市南山区粤海街道海珠社区海德三道15号海岸大厦东座1410K12,"113.93795,22.518309"
深圳市光明新区公明街道塘尾沙田坑北1港2号,"114.06830000000002,22.545540000000074"
深圳市光明新区公明街道松白路薯田埔福庄花园175-2号商铺,"113.90719,22.71338"
深圳市光明新区公明街道北环大道3号非陌上方中心1305室,"114.08476,22.57065"
深圳市光明新区公明街道上村社区民生路122号贺隆星光501-201B,"113.8969,22.784786"
深圳市光明新区公明办事处龙盘花园一巷25栋208,"114.06830000000002,22.545540000000074"
深圳市光明新区公明街道合水口社区松白路5056号祺兴商务大厦4楼402室,"113.882416,22.780458"
深圳市光明新区公明街道别墅1号世峰大厦1502A,"113.90998,22.777203"
深圳市光明新区公明街道甲子塘侨德科技园C栋201,"113.92018,22.733175"
深圳市光明新区公明街道长春花园14栋606,"114.06830000000002,22.545540000000074"
深圳市光明新区光明街道万代恒高新科技工业园1栋1-5楼、2栋1-5楼、3栋1-2楼,"114.06830000000002,22.545540000000074"
深圳市光明新区公明街道北环路元山工业区B区第53栋四楼405,"114.06830000000002,22.545540000000074"
深圳市光明新区光明街道观光路华强创意产业园4栋B座1805-1807,"114.04246,22.728045"
深圳市光明新区公明办事处上村社区华发北路1号3栋801,"113.90672,22.795925"
深圳市光明新区公明街道公明西环路3197号深粮集团公明工业园3栋4楼,"113.80119,22.743359"
深圳市光明新区公明街道楼村鲤鱼河工业区粤晟通科技产业园A栋七楼,"113.93862,22.790747"
深圳市光明新区光明街道新陂头269号,"114.06830000000002,22.545540000000074"
深圳市光明新区光明街道观光路华强创意产业园3栋C座805,"114.06830000000002,22.545540000000074"
深圳市光明新区光明街道华强创意产业园3栋C座802室,"114.06830000000002,22.545540000000074"
深圳市光明新区公明街道上村社区石观工业园A型厂房1栋,"114.06830000000002,22.545540000000074"
深圳市光明新区公明街道李松蓢志康路65号,"113.89209,22.80203"
深圳市光明新区光明街道华强创意产业园3栋C座603室,"113.9447,22.759075"
深圳市光明新区新湖街道新羌社区新陂头南68号瑞丰苑A座1112,"113.94399,22.797749"
深圳市光明新区公明办事处楼村社区绘猫路182号二楼202,"113.92681,22.780914"
深圳市光明新区光明街道华强创意产业园3栋C座1201室,"113.9447,22.759075"
深圳市光明新区公明街道上村社区民生大道82号铭源商务大厦403室,"113.90234,22.784266"
深圳市光明新区公明街道合水口社区合水口新村一排2栋602,"114.06830000000002,22.545540000000074"
深圳市光明新区公明街道建设西路120号富东商务大厦302室,"113.884315,22.784435"
深圳市光明新区公明办事处别墅路13号6层A,"113.906494,22.778078"
深圳市光明新区公明街道楼村社区中泰路6号世峰科技园K栋3楼,"114.06830000000002,22.545540000000074"
深圳市光明新区凤凰街道塘尾社区盛迪嘉光明壹号花园3号3栋B1606,"113.90936,22.74318"
深圳市光明新区光明街道华强创意产业园3栋C座808室,"113.9447,22.759075"
深圳市光明新区公明街道中粮云景南区49号,"113.88704,22.80482"
深圳市光明新区公明街道金辉路16号二楼,"114.4036,22.73744"
深圳市光明新区公明街道上村社区莲塘工业城东边头工业园A栋3楼Ｂ单元,"114.06830000000002,22.545540000000074"
深圳市光明新区公明办事处李松蓢社区第二工业城城德轩科技园I栋厂房6楼,"113.88958,22.808374"
深圳市光明新区公明办事处塘尾社区松柏公路塘尾段4653号405,"113.90936,22.74318"
深圳市光明新区马田街道蒋石周家大道7-8号东宝商务大厦2楼,"113.91576,22.760374"
深圳市光明新区光明街道观光路2045号,"113.99078,22.732193"
深圳市光明新区公明办事处楼村社区第二工业区光晟工业园办公大楼一楼101室,"113.938805,22.78062"
深圳市光明新区公明街道宏发嘉域3A1503,"113.90648,22.781782"
深圳市光明新区马田街道新庄社区新围第四工业区恒发工业园A栋3楼,"113.91437,22.764526"
深圳市光明新区公明办事处东坑社区长丰工业园第10栋四楼A区,"114.06830000000002,22.545540000000074"
深圳市光明新区光明街道观光路华强创意产业园1 栋A 座1505 单元,"114.06830000000002,22.545540000000074"
深圳市光明新区公明办事处将石社区下石家第二工业区C栋,"113.89609,22.778584"
深圳市光明新区凤凰街道高新技术产业园汇通路7号万和科技大厦A座13层,"113.94311,22.736555"
深圳市光明新区公明街道振明路82号6楼601,"113.89984,22.777967"
深圳市光明新区公明街道马田小学西门君泰公寓501室,"113.877914,22.78086"
深圳市光明新区光明街道观光路3009号招商局光明科技园A3栋C单元207（办公场所）,"113.94653,22.73824"
深圳市光明新区公明街道办上村上辇第二工业区明福巷2号A区,"113.903366,22.783129"
深圳市光明新区公明街道民生大道121号洪丽大厦401室,"113.8976,22.784084"
深圳市光明新区公明街道上村社区北环大道3号304,"114.03419,22.559338"
深圳市光明新区公明街道合水口信发商业街信发商务大厦三楼307-308号,"113.877304,22.78698"
深圳市光明新区马田街道将石社区石围大田洋工业区4栋2楼203,"113.90788,22.764774"
深圳市光明新区公明街道楼村新村八巷28号,"113.87449,22.779028"
深圳市光明新区公明街道合水口新村西区1排1栋信天大厦8楼812-813,"113.877304,22.78698"
深圳市光明新区公明街道李松蓢城德轩科技园L栋2楼,"113.89413,22.803406"
深圳市光明新区凤凰街道塘尾社区盛迪嘉光明壹号花园4号4栋B2504,"113.90936,22.74318"
深圳市光明新区公明街道楼村社区楼村花园三栋2C,"113.93191,22.783844"
深圳市光明新区光明街道光明大道与河心南路交汇处东南侧新地中央广场办公楼121,"113.94217,22.76064"
深圳市光明新区光明街道圳美公常178号雅盛工业园A1栋4楼西侧,"113.94551,22.789356"
深圳市光明新区公明办事处东坑社区鹏凌路3号第一、二栋,"114.06830000000002,22.545540000000074"
深圳市光明新区新湖街道楼村社区鲤鱼河工业区振兴路13号B栋F2-1,"113.93808,22.797384"
深圳市光明新区光明街道光明大街239号2楼,"113.94737,22.760832"
深圳市光明新区光明街道同富裕工业园03-01地块A、B栋,"113.950226,22.795038"
深圳市光明新区公明街道西田社区锦绣工业园8栋第一层至第三层A区,"114.06830000000002,22.545540000000074"
深圳市光明新区公明办事处合水口社区松白公路766号二楼,"114.06830000000002,22.545540000000074"
深圳市光明新区公明办事处楼村社区耀记工业区五栋,"113.931885,22.7815"
深圳市光明新区公明街道振明路70号208,"113.9003,22.77759"
深圳市光明新区公明内衣集聚基地科裕九路南侧、田园路东侧埃迪蒙托工业园B栋7层楼、C栋5层楼和7层楼,"113.90965,22.77265"
深圳市光明新区公明街道人民路东区21号,"113.88704,22.784279"
深圳市光明新区公明街道民生大道上村上辇新村7号,"114.06830000000002,22.545540000000074"
深圳市光明新区公明街道雍景城15A栋3A层03室,"113.90597,22.779455"
深圳市光明新区光明街道笔架山社区11栋205,"113.95915,22.79276"
深圳市光明新区公明街道李松蓢社区第三工业区下蓢路第18栋第三层,"114.06830000000002,22.545540000000074"
深圳市光明新区新湖街道新羌社区北岗村青年工业园3栋101号,"113.943565,22.80205"
深圳市光明新区公明街道公明南环大道深粮集团公明工业园3栋4楼,"113.887764,22.764673"
深圳市光明新区马田街道时间谷电连科技大厦D栋511,"113.88188,22.765867"
深圳市光明新区公明办事处马山头社区第六工业区4栋厂房第二层,"113.87737,22.773075"
深圳市光明新区公明街道楼村第二工业区光晟工业园R1栋203室,"113.93799,22.782572"
深圳市光明新区公明办事处楼村社区第一工业区浩轩工业园A1栋、C栋、G栋,"113.931885,22.7815"
深圳市光明新区公明街道经济发展总公司第一工业区2楼,"113.9217,22.77833"
深圳市光明新区光明办事处招商局光明科技园B4栋6B单元,"114.06830000000002,22.545540000000074"
深圳市光明新区公明街道将石社区将富路10号同富汉海达创新园C栋7楼B区,"113.90938,22.76307"
深圳市光明新区公明街道塘家南路17号,"113.94272,22.723888"
深圳市光明新区公明街道松白路5123-5,"113.872246,22.782122"
深圳市光明新区光明街道碧眼社区大捷达宿舍楼2栋1号,"113.947464,22.757915"
深圳市光明新区公明街道塘尾社区金峰工业园10栋2楼,"113.90836,22.7551"
深圳市光明新区公明办事处上村社区下南第三工业区第19栋六楼A区,"114.06830000000002,22.545540000000074"
深圳市光明新区公明街道上村南元二巷7号102,"113.89245,22.786343"
深圳市光明新区光明街道白花洞社区民鑫商贸大厦G座5C,"113.99384,22.734531"
深圳市光明新区公明街道上村社区元山工业区B区第15栋,"114.40695,22.690945"
深圳市光明新区公明街道中粮云景国际1C-402,"113.891174,22.77803"
深圳市光明新区公明街道红星社区星工一路26号A栋,"113.90705,22.708858"
深圳市光明新区公明街道将石路136号E栋2楼,"113.9005,22.747316"
深圳市光明新区公明街道玉律社区汉海达创新科技园1栋6楼C区,"113.898415,22.718164"
深圳市光明新区公明街道上村社区莲塘工业城C区第7栋六楼D单元,"114.16919,22.56474"
深圳市光明新区公明办事处长圳社区沙头巷工业区第13栋第1层A区、第2层A区,"113.89609,22.778584"
深圳市光明新区光明街道碧眼社区白琥坜69-2号,"113.947464,22.757915"
深圳市光明新区公明镇富豪花园C区4栋602,"114.06830000000002,22.545540000000074"
深圳市光明新区公明办事处西田社区辉煌工业园1号第一层C,"114.06830000000002,22.545540000000074"
深圳市光明新区公明街道红星社区1巷6号,"113.840645,22.76095"
深圳市光明新区公明街道新围第三工业区B2栋商业街A7,"113.90845,22.77034"
深圳市光明新区光明街道白花社区第一工业区丽霖工业园3号厂房,"113.99017,22.733992"
深圳市光明新区马田街道南庄旧村四区20号1102室,"114.06830000000002,22.545540000000074"
深圳市光明新区公明街道楼村社区楼明路陈文礼工业园A3栋三楼,"113.92143,22.776394"
深圳市光明新区光明街道观光路华强创意产业园3栋C座908,"114.04246,22.728045"
深圳市光明新区公明办事处将石社区秋园雅苑1栋1单元15A,"114.06830000000002,22.545540000000074"
深圳市光明新区公明街道将石社区石围将石路88号3楼,"113.90096,22.754168"
深圳市光明新区光明街道光明大街中区7栋3楼,"113.94017,22.7706"
深圳市光明新区玉塘街道田寮社区根玉路与南明路交汇处华宏信通工业园厂房2栋4-6楼,"113.88885,22.73835"
深圳市光明新区公明街道华发北华丰宏添茂工业园7栋二楼,"113.90446,22.805351"
深圳市光明新区马田街道合水口社区中粮云景广场2栋1714号,"113.88919,22.776703"
深圳市光明新区公明街道塘尾社区松白路4135号三楼,"113.90707,22.753925"
深圳市光明新区公明街道南环大道松白工业区C区1栋四层401号,"113.91153,22.779045"
深圳市光明新区光明街道观光路3009号招商局光明科技园B3-4A1单元,"113.94653,22.73824"
深圳市光明新区凤凰街道东坑社区东新八巷19号201,"114.06830000000002,22.545540000000074"
深圳市光明新区公明街道将石社区南庄合众豪庭38号,"114.06830000000002,22.545540000000074"
深圳市光明新区公明办事处塘尾社区万丰工业区A1栋1楼六号铺,"114.06830000000002,22.545540000000074"
深圳市光明新区光明街道圳美社区光侨大道3581号城佳科技园A栋501,"113.949104,22.786682"
深圳市光明新区公明办事处松白路家安居五层515号,"113.90946,22.71391"
深圳市光明新区公明街道李松蓢第二工业区城德轩科技园K栋厂房三楼,"113.88966,22.81068"
深圳市光明新区公明街道中泰大厦C座1505室,"114.06830000000002,22.545540000000074"
深圳市光明新区光明街道光明社区河心南路33号侨新花园14栋201,"113.94945,22.754902"
深圳市光明新区公明办事处东坑社区东发路7号厂房3栋、厂房6栋、厂房8栋、厂房9栋,"113.91848,22.7531"
深圳市光明新区公明街道合水口第一排二栋稳联大厦701室,"113.883835,22.78413"
深圳市光明新区光明街道观光路华强创意产业园3栋A座1308,"114.06830000000002,22.545540000000074"
深圳市光明新区公明街道南庄村高田区七巷一号卓宏翔商务大厦8楼,"114.03198,22.522131"
深圳市光明新区公明街道松白路5066号-3,"114.06830000000002,22.545540000000074"
深圳市光明新区公明办事处红花路25小区61栋二楼201,"113.896,22.778706"
深圳市光明新区公明街道玉律第一工业区中远国茂厂房六楼A区,"113.9217,22.77833"
深圳市光明区新湖街道楼村社区光侨大道3638号R1栋101,"113.94904,22.78765"
深圳市光明区新湖街道楼村社区楼明路口陈文礼工业园B1栋第六层618,"113.92248,22.775127"
深圳市光明区公明街道上村社区元山新村二排4号501,"113.89824,22.786238"
深圳市光明区马田街道合水口社区第六工业区旭发科技园第二栋201（四层）,"113.88286,22.778889"
深圳市光明区凤凰街道塘尾社区粤宝工业区C区6号恒寿工业大厦8楼南侧,"113.89991,22.74248"
深圳市光明区公明街道上村社区华发北路2号503,"114.06830000000002,22.545540000000074"
深圳市光明区马田街道合水口社区第六工业区旭发科技园第一栋1、2、3层,"113.88286,22.778889"
深圳市光明区凤凰街道东坑社区鹏凌路4号第3栋201,"113.9192,22.750261"
深圳市光明区公明街道上村社区南环大道松白工业区C区2栋211C,"113.89824,22.786238"
深圳市光明区马田街道振明路168-3号富东商务大厦302-01室,"114.06830000000002,22.545540000000074"
深圳市光明区公明街道公明社区建设路南星大厦1栋10A,"113.89264,22.780975"
深圳市光明区马田街道新庄社区新围第三工业区8排1栋302,"113.909744,22.768578"
深圳市光明区凤凰街道凤凰社区万润办公大厦701,"113.8397,22.68639"
深圳市光明区新湖街道楼村社区楼村新村14巷33号101,"113.9304,22.784939"
深圳市光明区马田街道马山头社区第三工业区48栋A401,"114.06830000000002,22.545540000000074"
深圳市光明区凤凰街道凤凰社区观光路招商局光明科技园A3栋C605,"113.94653,22.73824"
深圳市光明区马田街道新庄社区南庄旧村八区2栋403,"113.90935,22.772388"
深圳市光明区马田街道合水口社区第四工业区第五期第十二栋昱昕昌厂201,"114.06830000000002,22.545540000000074"
深圳市光明区马田街道新庄社区东环路8号伟业轩B1505,"114.06830000000002,22.545540000000074"
深圳市光明区凤凰街道塘尾社区第一工业区104栋101,"113.90936,22.74318"
